customerID,Evasao,Genero,Idoso,customer.Partner,customer.Dependents,Meses_como_cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Faturamento_Mensal,Faturamento_Total,Contas_Diarias
0277-BKSQP,,Male,0,,,8,,,DSL,No,No,No,No,Yes,No,Month-to-month,,Electronic check,54.4,475.1,1.8133333333333332
0277-ORXQS,,Male,0,,,66,,,DSL,No,No,No,Yes,Yes,Yes,Two year,,Bank transfer (automatic),50.55,3364.55,1.6849999999999998
0278-YXOOG,,Male,0,,,5,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,21.05,113.85,0.7016666666666667
0280-XJGEX,,Male,0,,,49,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),103.7,5036.3,3.4566666666666666
0281-CNTZX,,Male,0,,,63,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.95,1234.8,0.6649999999999999
0282-NVSJS,,Female,1,,,12,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Mailed check,29.3,355.9,0.9766666666666667
0285-INHLN,,Male,0,,,27,,,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Credit card (automatic),54.75,1510.3,1.825
0289-IVARM,,Female,0,,,35,,,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,,Electronic check,60.55,1982.6,2.018333333333333
0292-WEGCH,,Female,0,,,54,,,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,,Electronic check,86.2,4524.05,2.8733333333333335
0295-PPHDO,,Male,0,,,1,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,95.45,95.45,3.1816666666666666
0295-QVKPB,,Male,0,,,5,,,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,,Credit card (automatic),63.95,318.1,2.131666666666667
0297-RBCSG,,Male,0,,,19,,,DSL,No,Yes,No,Yes,No,Yes,One year,,Bank transfer (automatic),65.35,1231.85,2.1783333333333332
0298-XACET,,Male,0,,,52,,,DSL,No,Yes,Yes,Yes,Yes,No,Two year,,Mailed check,50.2,2554,1.6733333333333333
0301-FIDRB,,Female,0,,,72,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),63.8,4684.3,2.1266666666666665
0301-KOBTQ,,Male,0,,,32,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.05,614.45,0.6683333333333333
0302-JOIVN,,Female,0,,,8,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,101.15,842.9,3.371666666666667
0303-UNCIP,,Male,0,,,41,,,DSL,No,No,Yes,No,No,Yes,One year,,Mailed check,65.0,2531.8,2.1666666666666665
0303-WMMRN,,Male,0,,,5,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.25,86.05,0.6416666666666667
0305-SQECB,,Female,0,,,11,,,DSL,Yes,No,No,Yes,No,No,One year,,Mailed check,36.05,402.6,1.2016666666666667
0306-JAELE,,Male,0,,,5,,,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Electronic check,96.1,453.4,3.203333333333333
0307-BCOPK,,Female,0,,,16,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.05,326.65,0.635
0308-GIQJT,,Male,1,,,71,,,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,,Bank transfer (automatic),105.75,7382.85,3.525
0308-IVGOK,,Female,0,,,11,,,DSL,No,Yes,Yes,Yes,No,No,One year,,Credit card (automatic),40.4,422.6,1.3466666666666667
0310-MVLET,,Female,0,,,61,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,99.15,6010.05,3.305
0310-SUCIN,,Female,0,,,71,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,,Bank transfer (automatic),84.8,6046.1,2.8266666666666667
0310-VQXAM,,Male,0,,,9,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.85,178.8,0.6616666666666667
0311-QYWSS,,Female,0,,,6,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,49.45,314.6,1.6483333333333334
0311-UNPFF,,Female,0,,,26,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),88.8,2274.35,2.96
0314-TKOSI,,Female,0,,,6,,,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Mailed check,55.15,322.9,1.8383333333333334
0315-LVCRK,,Male,0,,,11,,,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,,Electronic check,84.8,888.75,2.8266666666666667
0318-QUUOB,,Male,0,,,1,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,80.55,80.55,2.685
0318-ZOPWS,,Female,0,,,49,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.15,973.35,0.6716666666666666
0319-QZTCO,,Female,0,,,3,,,DSL,No,Yes,No,No,Yes,No,Month-to-month,,Credit card (automatic),58.7,168.6,1.9566666666666668
0320-DWVTU,,Female,0,,,53,,,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,,Mailed check,99.5,5424.25,3.316666666666667
0320-JDNQG,,Male,0,,,23,,,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,,Electronic check,99.85,2331.3,3.328333333333333
0322-CHQRU,,Male,0,,,2,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,45.35,89.5,1.5116666666666667
0322-YINQP,,Male,0,,,1,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Mailed check,48.55,48.55,1.6183333333333332
0323-XWWTN,,Male,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,26.4,121.25,0.88
0324-BRPCJ,,Female,1,,,68,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,100.2,6851.65,3.3400000000000003
0325-XBFAC,,Male,0,,,8,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,94.7,740.3,3.1566666666666667
0326-VDYXE,,Female,0,,,70,,,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Electronic check,97.65,6982.5,3.2550000000000003
0327-WFZSY,,Male,0,,,39,,,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Electronic check,100.0,3835.55,3.3333333333333335
0328-GRPMV,,Female,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.1,70.1,2.3366666666666664
0328-IBUPK,,Female,0,,,51,,,DSL,Yes,No,No,Yes,No,No,Two year,,Bank transfer (automatic),34.2,1782,1.1400000000000001
0329-GTIAJ,,Female,0,,,3,,,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,,Electronic check,97.9,315.3,3.2633333333333336
0330-BGYZE,,Male,0,,,60,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),102.5,6157.6,3.4166666666666665
0330-IVZHA,,Female,0,,,5,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.95,330.15,2.3316666666666666
0334-GDDSO,,Male,1,,,3,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,81.35,233.7,2.7116666666666664
0334-ZFJSR,,Female,0,,,55,,,DSL,Yes,Yes,No,Yes,No,No,One year,,Credit card (automatic),66.05,3462.1,2.2016666666666667
0336-KXKFK,,Male,0,,,72,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),61.2,4390.25,2.04
0336-PIKEI,,Male,1,,,72,,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,,Bank transfer (automatic),74.4,5360.75,2.48
0337-CNPZE,,Female,0,,,41,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,106.3,4443.45,3.5433333333333334
0343-QLUZP,,Male,0,,,60,,,DSL,Yes,Yes,Yes,No,No,No,Two year,,Bank transfer (automatic),39.6,2424.5,1.32
0345-HKJVM,,Female,0,,,6,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,89.3,577.6,2.9766666666666666
0345-XMMUG,,Female,0,,,46,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),108.9,4854.3,3.6300000000000003
0347-UBKUZ,,Female,0,,,15,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.9,320.45,0.6633333333333333
0348-SDKOL,,Female,0,,,58,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Credit card (automatic),102.1,5885.4,3.4033333333333333
0354-VXMJC,,Male,0,,,23,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.6,426.65,0.6533333333333334
0354-WYROK,,Female,1,,,31,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Electronic check,98.9,2911.3,3.296666666666667
0356-ERHVT,,Male,0,,,11,,,DSL,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),45.9,521.9,1.53
0356-OBMAC,,Female,1,,,56,,,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,,Bank transfer (automatic),99.9,5706.3,3.33
0357-NVCRI,,Female,0,,,25,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),20.05,471.7,0.6683333333333333
0361-HJRDX,,Female,0,,,68,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),64.35,4539.6,2.145
0362-RAOQO,,Female,0,,,40,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.65,830.25,0.6549999999999999
0362-ZBZWJ,,Male,0,,,36,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,84.9,3067.2,2.83
0363-QJVFX,,Male,0,,,32,,,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,,Credit card (automatic),108.15,3432.9,3.605
0363-SVHYR,,Male,0,,,71,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),86.85,6263.8,2.895
0365-BZUWY,,Male,0,,,17,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,102.55,1742.5,3.4183333333333334
0365-GXEZS,,Male,0,,,18,,,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,,Electronic check,78.2,1468.75,2.606666666666667
0365-TRTPY,,Female,0,,,37,,,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,,Bank transfer (automatic),91.2,3382.3,3.04
0366-NQSHS,,Male,0,,,2,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.35,46.35,0.645
0369-ZGOVK,,Female,0,,,28,,,Fiber optic,No,No,No,No,No,No,One year,,Bank transfer (automatic),70.4,1992.2,2.3466666666666667
0373-AIVNJ,,Male,0,,,9,,,DSL,Yes,Yes,Yes,No,No,No,One year,,Mailed check,39.55,373,1.3183333333333331
0374-AACSZ,,Female,0,,,1,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,50.15,50.15,1.6716666666666666
0374-FIUCA,,Male,0,,,65,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),20.4,1414.45,0.6799999999999999
0374-IOEGQ,,Female,0,,,3,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,44.6,122.7,1.4866666666666668
0375-HVGXO,,Female,0,,,1,,,DSL,No,No,No,No,Yes,No,Month-to-month,,Electronic check,34.7,34.7,1.1566666666666667
0376-OIWME,,Male,0,,,36,,,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,,Electronic check,93.6,3366.05,3.1199999999999997
0376-YMCJC,,Male,0,,,23,,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,90.6,1943.2,3.02
0377-JBKKT,,Male,0,,,22,,,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,,Mailed check,57.95,1271.8,1.9316666666666669
0378-CJKPV,,Female,0,,,72,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),112.1,7965.95,3.7366666666666664
0378-NHQXU,,Female,0,,,17,,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,,Electronic check,88.25,1460.65,2.941666666666667
0378-TOVMS,,Female,0,,,3,,,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,,Electronic check,85.8,272.2,2.86
0378-XSZPU,,Male,0,,,58,,,DSL,Yes,Yes,Yes,No,No,No,One year,,Credit card (automatic),60.3,3563.8,2.01
0379-DJQHR,,Male,0,,,67,,,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,,Credit card (automatic),81.35,5398.6,2.7116666666666664
0380-NEAVX,,Male,1,,,34,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Electronic check,99.85,3343.15,3.328333333333333
0380-ZCSBI,,Male,0,,,10,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),20.0,198.7,0.6666666666666666
0383-CLDDA,,Female,0,,,69,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),85.35,5897.4,2.8449999999999998
0384-LPITE,,Male,0,,,40,,,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,,Credit card (automatic),62.05,2511.55,2.0683333333333334
0384-RVBPI,,Male,0,,,20,,,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,,Credit card (automatic),64.4,1398.6,2.146666666666667
0386-CWRGM,,Female,0,,,46,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.4,967.85,0.6466666666666666
0388-EOPEX,,Female,0,,,2,,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Electronic check,74.4,139.4,2.48
0390-DCFDQ,,Female,1,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Mailed check,70.45,70.45,2.3483333333333336
0392-BZIUW,,Female,0,,,72,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,,Credit card (automatic),105.0,7589.8,3.5
0394-YONDK,,Male,0,,,70,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),25.15,1790.15,0.8383333333333333
0396-HUJBP,,Female,0,,,2,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.3,44.4,0.6433333333333333
0396-UKGAI,,Male,0,,,23,,,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),55.3,1284.2,1.8433333333333333
0396-YCHWO,,Male,0,,,36,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,95.4,3474.2,3.18
0397-GZBBC,,Male,1,,,59,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),93.85,5574.75,3.128333333333333
0397-ZXWQF,,Male,0,,,67,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.5,1430.95,0.6833333333333333
0401-WDBXM,,Male,0,,,72,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,,Bank transfer (automatic),105.55,7542.25,3.518333333333333
0402-CQAJN,,Female,0,,,37,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),101.9,3545.35,3.396666666666667
0402-OAMEN,,Female,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),24.45,1709.1,0.815
0404-AHASP,,Male,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.7,1421.9,0.6566666666666666
0404-SWRVG,,Male,0,,,3,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,74.4,229.55,2.48
0406-BPDVR,,Female,1,,,54,,,Fiber optic,No,Yes,No,No,Yes,Yes,One year,,Credit card (automatic),101.5,5373.1,3.3833333333333333
0407-BDJKB,,Male,0,,,60,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,95.75,5742.9,3.191666666666667
0409-WTMPL,,Female,0,,,58,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,,Credit card (automatic),110.65,6526.65,3.6883333333333335
0410-IPFTY,,Female,0,,,31,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),83.85,2674.15,2.795
0411-EZJZE,,Female,0,,,3,,,DSL,No,No,No,No,Yes,No,Month-to-month,,Electronic check,60.25,170.5,2.0083333333333333
0412-UCCNP,,Male,0,,,55,,,DSL,Yes,No,Yes,Yes,No,No,Two year,,Electronic check,59.2,3175.85,1.9733333333333334
0415-MOSGF,,Female,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,44.4,44.4,1.48
0419-YAAPX,,Male,0,,,49,,,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,,Credit card (automatic),85.3,4297.95,2.8433333333333333
0420-BWTPW,,Male,0,,,8,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,25.5,215.2,0.85
0420-HLGXF,,Female,1,,,39,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,99.75,4036,3.325
0420-TXVSG,,Male,0,,,66,,,DSL,Yes,Yes,Yes,No,No,No,Two year,,Credit card (automatic),66.1,4428.45,2.203333333333333
0422-OHQHQ,,Female,0,,,15,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.55,295.95,0.685
0422-UXFAP,,Female,0,,,51,,,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Electronic check,98.85,4947.55,3.295
0423-UDIJQ,,Male,1,,,9,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Mailed check,49.2,447.9,1.6400000000000001
0426-TIRNE,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.9,20.9,0.6966666666666667
0428-AXXLJ,,Male,0,,,25,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.5,516.3,0.65
0428-IKYCP,,Male,0,,,22,,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,,Bank transfer (automatic),87.0,1850.65,2.9
0430-IHCDJ,,Male,0,,,15,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,49.0,749.25,1.6333333333333333
0431-APWVY,,Female,0,,,28,,,Fiber optic,No,No,No,No,Yes,Yes,One year,,Bank transfer (automatic),90.1,2598.95,3.003333333333333
0432-CAJZV,,Male,0,,,3,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Mailed check,90.7,237.65,3.0233333333333334
0434-CSFON,,Female,0,,,47,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,100.5,4707.1,3.35
0436-TWFFZ,,Female,0,,,67,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Mailed check,85.25,5714.2,2.841666666666667
0439-IFYUN,,Female,1,,,18,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,74.7,1294.6,2.49
0440-EKDCF,,Male,0,,,62,,,DSL,No,Yes,Yes,Yes,No,No,Two year,,Credit card (automatic),60.15,3753.2,2.005
0440-MOGPM,,Female,0,,,41,,,DSL,No,Yes,Yes,No,Yes,Yes,One year,,Electronic check,80.55,3263.9,2.685
0440-QEXBZ,,Female,0,,,44,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,50.15,2139.1,1.6716666666666666
0440-UEDAI,,Female,0,,,53,,,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,,Credit card (automatic),94.45,5042.75,3.1483333333333334
0442-TDYUO,,Male,0,,,48,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.05,1036,0.6683333333333333
0442-ZXKVS,,Female,1,,,54,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,,Bank transfer (automatic),115.6,6431.05,3.853333333333333
0447-BEMNG,,Female,0,,,48,,,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,,Bank transfer (automatic),45.3,2145,1.51
0447-RXSGD,,Male,0,,,24,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),99.65,2404.85,3.3216666666666668
0448-YZNZE,,Male,1,,,27,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Electronic check,95.55,2510.2,3.185
0454-OKRCT,,Male,0,,,33,,,Fiber optic,No,Yes,No,Yes,No,No,Two year,,Bank transfer (automatic),80.6,2651.1,2.6866666666666665
0455-ENTCR,,Male,0,,,66,,,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,,Electronic check,85.25,5538.35,2.841666666666667
0455-XFASS,,Female,0,,,3,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.55,200.2,2.3183333333333334
0458-HEUZG,,Female,0,,,13,,,DSL,No,No,Yes,Yes,No,No,Two year,,Mailed check,35.4,450.4,1.18
0459-SPZHJ,,Male,0,,,63,,,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,,Credit card (automatic),83.5,5435,2.783333333333333
0461-CVKMU,,Female,0,,,23,,,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,,Electronic check,83.8,1900.25,2.7933333333333334
0463-TXOAK,,Male,0,,,52,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),25.6,1334.5,0.8533333333333334
0463-WZZKO,,Male,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),20.75,67.1,0.6916666666666667
0463-ZSDNT,,Male,0,,,10,,,DSL,No,No,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),56.75,503.25,1.8916666666666666
0464-WJTKO,,Female,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.1,1460.85,0.67
0468-YRPXN,,Male,0,,,29,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Credit card (automatic),98.8,2807.1,3.2933333333333334
0471-ARVMX,,Female,1,,,62,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,,Electronic check,104.85,6312.9,3.4949999999999997
0471-LVHGK,,Male,0,,,41,,,DSL,No,No,Yes,No,Yes,Yes,One year,,Electronic check,73.0,3001.2,2.433333333333333
0475-RIJEP,,Male,0,,,43,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,77.85,3365.85,2.5949999999999998
0479-HMSWA,,Female,0,,,26,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Electronic check,105.45,2715.3,3.515
0480-BIXDE,,Female,0,,,19,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,96.8,1743.05,3.2266666666666666
0480-KYJVA,,Female,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),24.25,1784.5,0.8083333333333333
0481-SUMCB,,Female,1,,,45,,,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),102.15,4735.35,3.4050000000000002
